Price,Close,High,Low,Open,Volume
Ticker,ZC=F,ZC=F,ZC=F,ZC=F,ZC=F
Date,Close,High,Low,Open,Volume
2/15/2024,417.75,425.0,417.25,424.0,217.73K
2/14/2024,424.25,431.0,422.25,430.75,230.22K
2/13/2024,430.75,434.75,428.75,430.25,182.68K
2/12/2024,430.5,432.75,427.75,430.25,198.80K
2/9/2024,429.0,437.0,428.25,433.0,206.27K
2/8/2024,433.25,437.0,429.75,434.5,222.88K
2/7/2024,434.25,439.25,432.75,438.5,245.42K
2/6/2024,438.75,445.5,438.25,442.75,193.36K
2/5/2024,442.75,445.0,439.5,442.75,137.66K
2/2/2024,442.75,448.75,442.0,446.5,129.45K
2/1/2024,447.25,448.0,443.5,448.0,153.72K
1/31/2024,448.25,448.75,443.25,447.25,135.49K
1/30/2024,447.75,448.25,436.5,439.75,194.90K
1/29/2024,440.25,447.5,437.5,446.25,203.57K
1/26/2024,446.25,451.75,445.5,451.0,135.73K
1/25/2024,451.75,453.25,447.5,451.5,169.29K
1/24/2024,452.25,452.75,446.25,446.5,156.00K
1/23/2024,446.5,450.5,444.0,445.75,152.30K
1/22/2024,445.75,448.0,444.0,445.5,112.77K
1/19/2024,445.5,449.5,443.0,443.5,148.10K
1/18/2024,444.0,445.0,436.75,442.0,180.95K
1/17/2024,442.25,448.25,440.0,443.5,205.71K
1/16/2024,443.5,451.25,442.0,447.75,175.65K
1/12/2024,447.0,460.0,441.0,457.0,314.10K
1/11/2024,457.75,461.5,455.75,459.0,165.19K
1/10/2024,459.5,461.75,454.5,459.0,193.51K
1/9/2024,459.25,460.5,451.75,454.75,215.15K
1/8/2024,455.0,462.5,452.0,461.0,214.32K
1/5/2024,460.75,467.75,460.0,466.5,151.59K
1/4/2024,466.5,469.0,463.5,465.0,127.03K
