date,region,description,latitude,longitude,temp_avg_c,temp_max_c,temp_min_c,precipitation_mm,solar_radiation_kwh_m2,wind_speed_ms,wind_direction_deg
2020-12-03,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,8.53,14.23,4.44,0.02,2.5783,4.51,335.7
2020-12-04,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,7.61,14.53,3.04,0.03,3.5712,2.61,350.5
2020-12-05,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,8.35,14.56,2.65,0.63,1.3668,1.78,55.0
2020-12-06,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,10.01,17.67,5.33,0.23,3.7025,2.81,309.9
2020-12-07,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,9.72,18.0,3.31,0.0,4.1551,3.04,344.8
2020-12-08,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,11.84,22.01,3.96,0.0,4.0759,2.42,272.8
2020-12-09,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,12.79,24.45,4.82,0.0,4.0651,2.93,232.6
2020-12-10,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,14.98,23.78,7.67,0.0,3.6766,3.49,189.7
2020-12-11,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,18.27,21.34,15.03,8.31,1.1993,3.51,175.0
2020-12-12,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,14.29,19.48,10.76,0.1,2.0026,2.88,16.4
2020-12-13,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,13.6,23.64,4.9,15.57,0.8347,6.24,347.5
2020-12-14,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,6.37,12.16,2.52,0.0,1.698,3.44,7.0
2020-12-15,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,7.5,10.41,6.06,1.0,0.8803,3.04,54.0
2020-12-16,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,5.75,11.22,0.67,0.02,3.6826,3.76,338.4
2020-12-17,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,5.15,14.12,-1.57,0.0,4.0858,1.81,91.5
2020-12-18,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,11.14,18.91,2.7,0.17,1.8778,4.14,129.9
2020-12-19,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,15.0,19.38,9.41,25.29,0.9737,3.04,117.6
2020-12-20,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,11.74,18.35,6.05,0.19,3.8021,2.35,320.6
2020-12-21,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,11.68,20.39,5.31,0.09,3.7654,2.43,198.4
2020-12-22,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,13.23,20.68,7.86,0.0,3.6578,3.13,146.3
2020-12-23,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,17.92,24.24,9.99,2.2,2.5222,5.18,234.0
2020-12-24,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,5.65,10.7,1.75,0.0,4.2235,6.18,330.8
2020-12-25,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,7.53,16.89,-0.06,0.0,4.0385,2.33,286.8
2020-12-26,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,10.66,19.14,4.81,0.04,3.7642,2.72,174.1
2020-12-27,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,15.06,22.54,9.23,0.0,2.7269,3.82,176.1
2020-12-28,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,16.3,23.18,11.93,0.0,2.8394,3.44,136.5
2020-12-29,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,16.44,22.46,12.1,0.02,2.754,5.42,130.8
2020-12-30,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,19.29,24.63,15.93,10.47,1.9462,4.34,142.1
2020-12-31,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,14.95,21.63,6.31,48.42,0.4642,5.68,179.8
2021-01-01,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,6.11,12.09,2.48,0.01,3.6974,4.24,280.2
2021-01-02,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,6.72,13.69,1.3,0.0,4.073,2.86,314.3
2021-01-03,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,9.64,18.37,2.63,0.0,4.109,3.39,201.6
2021-01-04,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,13.35,21.73,6.75,0.0,3.8878,2.42,234.6
2021-01-05,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,12.1,19.99,5.85,0.01,3.7886,3.15,104.5
2021-01-06,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,14.48,19.45,8.21,17.98,2.7552,4.34,168.0
2021-01-07,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,8.92,14.3,4.52,0.0,4.0774,4.96,322.8
2021-01-08,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,6.56,12.71,2.46,0.0,2.7259,3.02,359.4
2021-01-09,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,5.6,12.83,-0.55,0.79,4.0519,2.34,51.6
2021-01-10,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,2.65,4.93,0.48,23.13,0.9106,5.06,33.1
2021-01-11,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,1.59,5.96,-0.91,0.07,2.1638,3.64,344.6
2021-01-12,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,3.58,11.07,-3.19,0.07,2.5397,1.78,322.0
2021-01-13,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,5.56,13.99,-1.08,0.0,4.3174,2.93,237.3
2021-01-14,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,9.62,18.68,2.6,0.0,4.2209,4.55,258.4
2021-01-15,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,6.86,13.78,1.44,0.0,4.5398,4.98,316.4
2021-01-16,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,6.73,13.95,-1.0,0.0,4.5223,2.62,308.0
2021-01-17,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,8.72,17.23,1.83,0.71,4.2569,2.68,316.4
2021-01-18,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,11.8,20.22,2.87,0.04,2.9746,4.21,144.7
2021-01-19,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,16.98,22.25,13.3,0.08,2.8368,3.47,149.1
2021-01-20,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,15.44,21.33,10.73,0.53,1.4868,2.61,119.0
2021-01-21,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,15.87,19.0,13.32,3.35,1.152,2.18,228.0
2021-01-22,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,17.63,23.65,12.62,0.7,1.3474,1.58,302.6
2021-01-23,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,16.47,21.49,13.06,0.48,1.297,3.07,86.4
2021-01-24,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,19.15,24.41,14.69,0.37,2.1612,4.45,151.1
2021-01-25,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,19.39,24.33,11.65,0.29,2.0126,4.61,215.8
2021-01-26,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,15.89,23.45,9.88,0.0,2.867,3.0,54.6
2021-01-27,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,12.06,18.06,6.43,0.0,4.2398,5.14,354.3
2021-01-28,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,7.6,14.25,1.77,0.0,4.5146,2.75,37.2
2021-01-29,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,10.45,18.48,3.2,0.0,3.8702,3.22,132.2
2021-01-30,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,17.76,23.65,11.75,0.07,1.649,5.2,186.1
2021-01-31,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,12.09,16.8,7.48,0.0,4.8859,5.38,332.3
2021-02-01,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,8.24,15.82,2.59,0.0,5.01,3.71,348.0
2021-02-02,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,8.82,17.73,1.23,0.0,4.8494,2.47,113.2
2021-02-03,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,12.73,20.89,5.56,0.0,4.1282,3.86,147.3
2021-02-04,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,17.93,25.57,11.14,0.12,2.519,4.66,217.8
2021-02-05,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,9.18,10.42,7.66,2.81,1.0999,3.77,61.7
2021-02-06,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,11.52,18.94,7.17,0.19,2.225,3.0,4.6
2021-02-07,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,9.18,17.38,2.54,0.0,5.2685,3.16,109.3
2021-02-08,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,13.41,18.88,7.41,0.01,2.4305,3.41,127.9
2021-02-09,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,17.06,23.74,12.2,0.04,1.7952,1.52,59.7
2021-02-10,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,14.47,20.14,7.66,1.06,1.8725,2.89,5.0
2021-02-11,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,5.7,9.83,2.56,10.27,0.9396,5.97,356.3
2021-02-12,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,1.44,4.03,-0.36,0.8,1.5386,6.08,1.0
2021-02-13,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,1.99,3.96,0.07,0.27,1.6606,5.19,359.8
2021-02-14,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,1.28,5.33,-4.1,1.26,0.8916,4.96,359.1
2021-02-15,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,-6.84,-3.56,-9.88,5.28,4.0116,6.61,335.4
2021-02-16,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,-4.68,1.67,-10.69,0.11,4.3716,2.85,37.4
2021-02-17,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,-1.3,0.15,-3.11,14.17,1.1904,4.76,22.6
2021-02-18,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,-1.68,2.11,-4.94,0.78,2.8445,5.31,352.1
2021-02-19,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,-0.58,5.66,-8.0,0.19,5.7446,2.85,342.6
2021-02-20,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,4.63,14.15,-3.35,0.12,5.6261,2.82,136.9
2021-02-21,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,13.23,20.35,5.36,0.06,2.9141,3.9,175.0
2021-02-22,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,13.58,21.17,5.97,0.0,5.6486,2.65,4.4
2021-02-23,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,13.26,23.34,5.38,0.0,5.8015,3.33,180.0
2021-02-24,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,18.81,26.15,11.01,0.02,2.3275,3.51,203.6
2021-02-25,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,18.29,23.58,14.33,1.53,1.6574,2.53,151.7
2021-02-26,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,19.25,25.56,15.61,0.52,3.0545,3.04,190.3
2021-02-27,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,20.54,25.38,16.52,0.09,2.3081,4.52,156.2
2021-02-28,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,21.92,26.59,18.86,0.72,2.5195,4.39,170.9
2021-03-01,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,14.3,17.93,9.75,9.19,1.3111,5.16,10.4
2021-03-02,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,11.23,18.05,6.7,2.14,4.8794,4.48,11.2
2021-03-03,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,11.06,19.57,2.98,0.0,6.1598,1.9,118.4
2021-03-04,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,12.92,21.4,6.21,0.0,5.957,2.69,148.7
2021-03-05,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,15.78,24.09,9.12,0.16,2.8958,2.68,143.5
2021-03-06,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,13.85,20.02,8.05,0.01,5.8702,4.14,29.0
2021-03-07,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,11.07,19.61,3.6,0.0,6.3451,3.34,99.4
2021-03-08,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,13.16,22.13,4.15,0.0,5.6417,3.02,124.1
2021-03-09,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,17.04,23.63,11.42,0.0,4.109,4.64,147.7
2021-03-10,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,19.07,25.08,13.83,0.03,3.0934,5.4,160.4
2021-03-11,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,20.41,24.85,17.58,0.03,3.7538,4.88,155.0
2021-03-12,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,21.4,27.27,17.35,0.01,4.8115,4.81,144.5
2021-03-13,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,20.58,26.81,15.8,0.11,4.5847,5.1,139.8
2021-03-14,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,18.57,24.7,12.16,5.37,1.8014,4.16,175.1
2021-03-15,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,18.95,27.56,9.78,0.77,3.3158,1.85,194.5
2021-03-16,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,22.01,28.42,16.63,0.59,2.3978,3.39,166.4
2021-03-17,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,20.47,26.24,11.28,4.37,4.0747,5.17,283.2
2021-03-18,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,12.09,19.01,6.47,0.0,7.0154,5.7,331.7
2021-03-19,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,11.75,19.52,5.15,0.0,6.8705,3.68,355.5
2021-03-20,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,12.12,20.45,5.07,0.0,6.8748,2.6,52.6
2021-03-21,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,13.56,22.44,6.47,0.01,6.3598,3.04,118.7
2021-03-22,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,17.73,24.1,11.68,5.7,3.39,4.94,147.1
2021-03-23,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,20.31,27.37,13.98,4.43,6.3689,2.69,272.1
2021-03-24,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,20.15,26.66,13.53,0.23,1.4621,4.51,110.5
2021-03-25,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,19.22,25.44,12.63,0.04,6.4834,3.78,322.7
2021-03-26,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,19.04,28.5,9.55,0.0,6.4586,3.39,108.0
2021-03-27,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,23.39,29.98,18.52,0.32,3.1178,4.35,168.9
2021-03-28,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,18.02,22.68,10.51,1.43,1.8902,4.6,18.2
2021-03-29,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,15.88,23.93,7.65,0.02,6.1906,3.29,121.2
2021-03-30,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,21.96,27.88,15.14,0.01,3.5966,4.51,174.5
2021-03-31,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,20.57,25.37,13.55,1.19,2.3916,4.41,8.7
2021-04-01,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,14.62,22.43,8.06,0.0,7.4354,4.03,35.5
2021-04-02,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,13.29,21.76,6.01,0.0,6.9468,3.69,109.6
2021-04-03,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,13.29,18.7,9.0,0.12,3.2542,3.21,104.3
2021-04-04,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,17.44,26.2,8.73,0.06,4.6085,3.12,120.3
2021-04-05,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,20.11,26.94,13.42,0.08,5.2447,3.59,154.9
2021-04-06,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,22.5,29.1,17.59,0.03,4.4021,5.91,168.3
2021-04-07,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,23.3,28.2,18.84,1.78,3.8078,4.68,185.8
2021-04-08,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,23.24,32.4,14.49,0.05,6.719,2.83,160.3
2021-04-09,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,23.93,31.03,19.5,0.12,3.3194,5.0,168.9
2021-04-10,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,21.6,29.22,14.53,0.02,6.3456,4.25,358.4
2021-04-11,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,20.59,32.21,10.39,0.0,7.6106,2.69,112.8
2021-04-12,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,22.57,32.38,13.5,0.04,5.0446,3.75,142.8
2021-04-13,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,24.62,30.99,19.78,2.1,3.125,3.16,113.8
2021-04-14,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,24.9,30.93,21.25,3.33,1.8931,2.53,144.5
2021-04-15,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,21.27,27.36,16.67,4.28,2.6304,3.81,65.8
2021-04-16,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,21.26,27.11,16.29,2.74,1.5641,3.72,71.8
2021-04-17,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,16.12,18.56,13.05,0.32,2.6971,4.8,2.2
2021-04-18,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,15.51,22.02,9.92,0.01,4.0913,3.99,355.1
2021-04-19,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,17.7,26.1,9.53,0.04,6.2698,1.74,63.6
2021-04-20,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,19.7,29.22,10.86,0.06,7.6505,3.19,312.7
2021-04-21,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,14.15,22.87,7.18,0.0,7.621,3.98,17.0
2021-04-22,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,17.18,26.08,8.08,0.12,4.2547,4.33,110.7
2021-04-23,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,21.93,24.96,18.31,19.74,1.6889,5.21,155.9
2021-04-24,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,23.13,29.8,17.43,1.02,7.7904,4.38,317.9
2021-04-25,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,21.78,30.51,14.65,0.01,7.8708,3.33,116.5
2021-04-26,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,22.63,30.97,15.77,0.0,6.9118,4.63,148.5
2021-04-27,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,24.78,30.56,20.02,0.02,2.0551,5.03,155.8
2021-04-28,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,26.88,32.93,22.46,0.03,3.9158,7.27,159.2
2021-04-29,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,25.51,31.07,21.67,9.6,2.7295,4.02,136.7
2021-04-30,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,21.78,23.58,18.96,63.37,0.9751,3.55,89.1
2021-05-01,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,21.94,25.06,19.09,20.6,2.3477,4.87,125.3
2021-05-02,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,23.83,29.3,19.0,5.21,7.4062,3.99,196.8
2021-05-03,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,25.79,31.37,21.76,1.0,5.6362,4.67,167.5
2021-05-04,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,24.46,29.06,18.57,4.68,4.583,3.11,359.4
2021-05-05,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,20.49,27.56,14.14,0.02,7.9637,3.23,19.8
2021-05-06,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,21.75,29.52,14.57,0.03,8.1146,2.83,46.2
2021-05-07,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,22.4,30.45,15.62,0.0,7.6678,2.91,131.3
2021-05-08,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,23.98,30.46,17.14,0.0,5.8718,5.7,169.8
2021-05-09,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,26.71,32.12,23.03,0.28,4.6351,5.48,179.9
2021-05-10,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,26.56,32.38,22.17,1.42,6.1646,2.87,162.5
2021-05-11,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,25.54,31.6,21.4,2.19,5.8891,2.95,139.7
2021-05-12,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,20.39,26.22,16.51,4.85,3.036,4.56,4.3
2021-05-13,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,21.1,27.33,16.06,0.01,4.325,3.27,19.7
2021-05-14,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,21.79,28.55,16.22,0.0,5.8586,2.77,107.9
2021-05-15,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,23.8,30.93,17.76,0.27,5.3501,3.84,140.8
2021-05-16,Houston_US,US Energy Hub; GEN_COASTAL; GEN_SOUTHEAST,29.7604,-95.3698,22.86,24.97,20.89,8.86,0.9307,4.23,140.9
